Symbol|Name|LastSale|MarketCap|IPOyear|Sector|industry|Summary Quote
JOF|Japan Smaller Capitalization Fund Inc|10.85|$307.42M|1990|n/a|n/a|http://www.nasdaq.com/symbol/jof
JAH|Jarden Corporation|55.56|$11.73B|n/a|Consumer Durables|Consumer Specialties|http://www.nasdaq.com/symbol/jah
JASN|Jason Industries, Inc.|5.87|$130.25M|2013|Consumer Durables|Miscellaneous manufacturing industries|http://www.nasdaq.com/symbol/jasn
JASNW|Jason Industries, Inc.|0.3|n/a|2013|Consumer Durables|Miscellaneous manufacturing industries|http://www.nasdaq.com/symbol/jasnw
JMI           |Javelin Mortgage Investment Corp.|7.16|$85.33M|2012|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/jmi           
JAZZ|Jazz Pharmaceuticals plc|181.48|$11.13B|2007|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/jazz
JD|JD.com, Inc.|30.06|$41.11B|2014|Consumer Services|Other Specialty Stores|http://www.nasdaq.com/symbol/jd
JCAP|Jernigan Capital, Inc.|18.5|$111.19M|2015|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/jcap
JBLU|JetBlue Airways Corporation|23.27|$7.33B|2002|Transportation|Air Freight/Delivery Services|http://www.nasdaq.com/symbol/jblu
JTPY|JetPay Corporation|3|$41.68M|2011|Finance|Business Services|http://www.nasdaq.com/symbol/jtpy
JCTCF|Jewett-Cameron Trading Company|9.62|$23.97M|n/a|Consumer Services|RETAIL: Building Materials|http://www.nasdaq.com/symbol/jctcf
DATE|Jiayuan.com International Ltd.|6.61|$220.03M|2011|Technology|EDP Services|http://www.nasdaq.com/symbol/date
JKS|JinkoSolar Holding Company Limited|23.7|$736.43M|2010|Technology|Semiconductors|http://www.nasdaq.com/symbol/jks
JST|Jinpan International Limited|4.23|$69.45M|1998|Consumer Durables|Electrical Products|http://www.nasdaq.com/symbol/jst
JIVE|Jive Software, Inc.|3.94|$297.65M|2011|Technology|EDP Services|http://www.nasdaq.com/symbol/jive
WYIGU|JM Global Holding Company|10.05|n/a|2015|Finance|Business Services|http://www.nasdaq.com/symbol/wyigu
JMP|JMP Group LLC|7.45|$158.24M|2007|Finance|Investment Bankers/Brokers/Service|http://www.nasdaq.com/symbol/jmp
JMPB|JMP Group LLC|25.39|n/a|n/a|Finance|Investment Bankers/Brokers/Service|http://www.nasdaq.com/symbol/jmpb
JMPC|JMP Group LLC|25.6|n/a|2014|Finance|Investment Bankers/Brokers/Service|http://www.nasdaq.com/symbol/jmpc
JOEZ|Joe&#39;s Jeans Inc.|0.1705|$11.93M|n/a|Consumer Non-Durables|Apparel|http://www.nasdaq.com/symbol/joez
JBSS|John B. Sanfilippo & Son, Inc.|50.99|$567.88M|1991|Consumer Non-Durables|Specialty Foods|http://www.nasdaq.com/symbol/jbss
JBT|John Bean Technologies Corporation|37.36|$1.09B|n/a|Technology|Industrial Machinery/Components|http://www.nasdaq.com/symbol/jbt
BTO|John Hancock Financial Opportunities Fund|28.74|$532.51M|1994|n/a|n/a|http://www.nasdaq.com/symbol/bto
HEQ|John Hancock Hedged Equity & Income Fund|15.7|$215.6M|2011|n/a|n/a|http://www.nasdaq.com/symbol/heq
JHS|John Hancock Income Securities Trust|13.77|$161.7M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/jhs
JHI|John Hancock Investors Trust|15.55|$136.08M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/jhi
HPF|John Hancock Pfd Income Fund II|19.5|$413.82M|2002|n/a|n/a|http://www.nasdaq.com/symbol/hpf
HPI|John Hancock Preferred Income Fund|19.88|$516.55M|2002|n/a|n/a|http://www.nasdaq.com/symbol/hpi
HPS|John Hancock Preferred Income Fund III|17.06|$537.59M|2003|n/a|n/a|http://www.nasdaq.com/symbol/hps
PDT|John Hancock Premium Dividend Fund|13.59|$679.61M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/pdt
HTD|John Hancock Tax Advantaged Dividend Income Fund|20.7|$781.11M|2004|n/a|n/a|http://www.nasdaq.com/symbol/htd
HTY|John Hancock Tax-Advantaged Global Shareholder Yield Fund|9.85|$97M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/hty
JW.A|John Wiley & Sons, Inc.|n/a|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/jw.a
JW.B|John Wiley & Sons, Inc.|n/a|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/jw.b
JNJ|Johnson & Johnson|99.79|$276.33B|n/a|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/jnj
JCI|Johnson Controls, Inc.|47.32|$30.95B|n/a|Consumer Durables|Industrial Specialties|http://www.nasdaq.com/symbol/jci
JOUT|Johnson Outdoors Inc.|21.53|$215.4M|n/a|Consumer Non-Durables|Recreational Products/Toys|http://www.nasdaq.com/symbol/jout
JONE|Jones Energy, Inc.|6.11|$185.35M|2013|Energy|Oil & Gas Production|http://www.nasdaq.com/symbol/jone
JLL|Jones Lang LaSalle Incorporated|178.91|$8.04B|n/a|Finance|Real Estate|http://www.nasdaq.com/symbol/jll
JMG|Journal Media Group, Inc.|7.33|$178.69M|2015|Consumer Services|Newspapers/Magazines|http://www.nasdaq.com/symbol/jmg
JOY|Joy Global Inc.|26.84|$2.62B|n/a|Energy|Industrial Machinery/Components|http://www.nasdaq.com/symbol/joy
JPEP|JP Energy Partners LP|9.44|$343.11M|2014|Energy|Oil Refining/Marketing|http://www.nasdaq.com/symbol/jpep
JFC|JPMorgan China Region Fund, Inc.|17.11|n/a|1992|n/a|n/a|http://www.nasdaq.com/symbol/jfc
JMEI|Jumei International Holding Limited|19.06|$2.77B|2014|Consumer Services|Other Specialty Stores|http://www.nasdaq.com/symbol/jmei
JNPR|Juniper Networks, Inc.|28.39|$10.91B|1999|Technology|Computer Communications Equipment|http://www.nasdaq.com/symbol/jnpr
JNP|Juniper Pharmaceuticals, Inc.|10.17|$109.72M|n/a|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/jnp
JUNO|Juno Therapeutics, Inc.|44.32|$4.45B|2014|Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|http://www.nasdaq.com/symbol/juno
JP|Jupai Holdings Limited|10.14|$297.47M|2015|Consumer Services|Other Consumer Services|http://www.nasdaq.com/symbol/jp
JE|Just Energy Group, Inc.|5.56|$816.13M|n/a|Public Utilities|Oil/Gas Transmission|http://www.nasdaq.com/symbol/je
LRN|K12 Inc|14.88|$569.97M|n/a|Consumer Services|Other Consumer Services|http://www.nasdaq.com/symbol/lrn
KTWO|K2M Group Holdings, Inc.|20.83|$861.06M|2014|Health Care|Medical/Dental Instruments|http://www.nasdaq.com/symbol/ktwo
KAI|Kadant Inc|46.5|$509.94M|n/a|Technology|Industrial Machinery/Components|http://www.nasdaq.com/symbol/kai
KALU|Kaiser Aluminum Corporation|85.38|$1.47B|n/a|Capital Goods|Metal Fabrications|http://www.nasdaq.com/symbol/kalu
KBIO|KaloBios Pharmaceuticals, Inc.|2.05|$8.46M|2013|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/kbio
KMDA|Kamada Ltd.|3.77|$137.18M|2013|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/kmda
KAMN|Kaman Corporation|40.15|$1.09B|n/a|Consumer Durables|Industrial Specialties|http://www.nasdaq.com/symbol/kamn
KNDI|Kandi Technologies Group, Inc.|7.09|$332.06M|n/a|Capital Goods|Auto Manufacturing|http://www.nasdaq.com/symbol/kndi
KCLI|Kansas City Life Insurance Company|47.815|$508.46M|n/a|Finance|Life Insurance|http://www.nasdaq.com/symbol/kcli
KSU|Kansas City Southern|99.73|$11.01B|n/a|Transportation|Railroads|http://www.nasdaq.com/symbol/ksu
KSU^|Kansas City Southern|26.11|n/a|n/a|Transportation|Railroads|http://www.nasdaq.com/symbol/ksu^
KS|KapStone Paper and Packaging Corporation|23.74|$2.29B|n/a|Basic Industries|Paper|http://www.nasdaq.com/symbol/ks
KAR|KAR Auction Services, Inc|39.52|$5.6B|2009|Consumer Durables|Automotive Aftermarket|http://www.nasdaq.com/symbol/kar
KPTI|Karyopharm Therapeutics Inc.|13.44|$479.74M|2013|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/kpti
KATE|Kate Spade & Company|21.06|$2.69B|n/a|Consumer Non-Durables|Apparel|http://www.nasdaq.com/symbol/kate
KED|Kayne Anderson Energy Development Company|22.95|$241.94M|2006|n/a|n/a|http://www.nasdaq.com/symbol/ked
KYE|Kayne Anderson Energy Total Return Fund, Inc.|16.24|$585.87M|2005|n/a|n/a|http://www.nasdaq.com/symbol/kye
KMF|Kayne Anderson Midstream Energy Fund, Inc|23.48|$519.88M|2010|n/a|n/a|http://www.nasdaq.com/symbol/kmf
KYN|Kayne Anderson MLP Investment Company|26.74|$2.92B|2004|n/a|n/a|http://www.nasdaq.com/symbol/kyn
KYN^E|Kayne Anderson MLP Investment Company|25.2026|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/kyn^e
KYN^F|Kayne Anderson MLP Investment Company|25.0599|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/kyn^f
KYN^G|Kayne Anderson MLP Investment Company|25.28|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/kyn^g
KB|KB Financial Group Inc|32.71|$12.64B|n/a|Finance|Commercial Banks|http://www.nasdaq.com/symbol/kb
KBH|KB Home|15.31|$1.41B|1986|Capital Goods|Homebuilding|http://www.nasdaq.com/symbol/kbh
KBR|KBR, Inc.|18.97|$2.74B|2006|Basic Industries|Military/Government/Technical|http://www.nasdaq.com/symbol/kbr
KBSF|KBS Fashion Group Limited|3.74|$95.06M|2013|Consumer Non-Durables|Apparel|http://www.nasdaq.com/symbol/kbsf
KAP|KCAP Financial, Inc.|25.25|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/kap
KCAP|KCAP Financial, Inc.|4.84|$179.34M|2006|n/a|n/a|http://www.nasdaq.com/symbol/kcap
KCG|KCG Holdings, Inc.|10.08|$1.19B|n/a|Finance|Investment Bankers/Brokers/Service|http://www.nasdaq.com/symbol/kcg
KRNY|Kearny Financial|11.47|$1.07B|n/a|Finance|Savings Institutions|http://www.nasdaq.com/symbol/krny
K|Kellogg Company|69|$24.35B|n/a|Consumer Non-Durables|Packaged Foods|http://www.nasdaq.com/symbol/k
KELYA|Kelly Services, Inc.|14.64|$554.2M|n/a|Technology|Professional Services|http://www.nasdaq.com/symbol/kelya
KELYB|Kelly Services, Inc.|14.312|$541.78M|n/a|Technology|Professional Services|http://www.nasdaq.com/symbol/kelyb
KIQ|Kelso Technologies Inc|2.44|$112.05M|n/a|Capital Goods|Railroads|http://www.nasdaq.com/symbol/kiq
KEM|Kemet Corporation|2.06|$94.3M|n/a|Capital Goods|Electrical Products|http://www.nasdaq.com/symbol/kem
KMPA|Kemper Corporation|26.65|n/a|2014|Finance|Property-Casualty Insurers|http://www.nasdaq.com/symbol/kmpa
KMPR|Kemper Corporation|38.14|$1.98B|n/a|Finance|Property-Casualty Insurers|http://www.nasdaq.com/symbol/kmpr
KMPH|KemPharm, Inc.|16|$227.62M|2015|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/kmph
KMT|Kennametal Inc.|32.22|$2.55B|n/a|Capital Goods|Industrial Machinery/Components|http://www.nasdaq.com/symbol/kmt
KW|Kennedy-Wilson Holdings Inc.|25.41|$2.65B|n/a|Finance|Real Estate|http://www.nasdaq.com/symbol/kw
KWN|Kennedy-Wilson Holdings Inc.|25.87|n/a|2012|Finance|Real Estate|http://www.nasdaq.com/symbol/kwn
KEN|Kenon Holdings Ltd.|16.46|$883.62M|2015|Consumer Services|Marine Transportation|http://www.nasdaq.com/symbol/ken
KFFB|Kentucky First Federal Bancorp|8.22|$69.37M|n/a|Finance|Savings Institutions|http://www.nasdaq.com/symbol/kffb
KERX|Keryx Biopharmaceuticals, Inc.|6.34|$666.79M|n/a|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/kerx
GMCR|Keurig Green Mountain, Inc.|54.61|$8.41B|1993|Consumer Non-Durables|Packaged Foods|http://www.nasdaq.com/symbol/gmcr
KEQU|Kewaunee Scientific Corporation|17|$44.71M|n/a|Capital Goods|Medical Specialities|http://www.nasdaq.com/symbol/kequ
KEG|Key Energy Services, Inc.|0.9102|$143.43M|n/a|Energy|Oilfield Services/Equipment|http://www.nasdaq.com/symbol/keg
KTEC|Key Technology, Inc.|12.4|$77.87M|1993|Technology|Industrial Machinery/Components|http://www.nasdaq.com/symbol/ktec
KTCC|Key Tronic Corporation|10|$105.52M|1983|Technology|Computer peripheral equipment|http://www.nasdaq.com/symbol/ktcc
KEY|KeyCorp|14.96|$12.58B|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/key
KEY^G|KeyCorp|133.5|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/key^g
KEYS|Keysight Technologies Inc.|30.64|$5.19B|2014|Capital Goods|Industrial Machinery/Components|http://www.nasdaq.com/symbol/keys
KFRC|Kforce, Inc.|27.96|$817.49M|1995|Technology|Professional Services|http://www.nasdaq.com/symbol/kfrc
KRC|Kilroy Realty Corporation|71.81|$6.62B|1997|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/krc
KRC^G|Kilroy Realty Corporation|26.1|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/krc^g
KRC^H|Kilroy Realty Corporation|25.9|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/krc^h
KE|Kimball Electronics, Inc.|11.78|$343.64M|n/a|Technology|Electrical Products|http://www.nasdaq.com/symbol/ke
KBAL|Kimball International, Inc.|11.33|$436.85M|n/a|Consumer Durables|Home Furnishings|http://www.nasdaq.com/symbol/kbal
KMB|Kimberly-Clark Corporation|116.9|$42.58B|n/a|Consumer Durables|Containers/Packaging|http://www.nasdaq.com/symbol/kmb
KIM|Kimco Realty Corporation|24.67|$10.19B|n/a|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/kim
KIM^H|Kimco Realty Corporation|25.22|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/kim^h
KIM^I|Kimco Realty Corporation|25.53|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/kim^i
KIM^J|Kimco Realty Corporation|24.49|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/kim^j
KIM^K|Kimco Realty Corporation|24.69|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/kim^k
KMI|Kinder Morgan, Inc.|32.5|$71.24B|2011|Public Utilities|Natural Gas Distribution|http://www.nasdaq.com/symbol/kmi
KMI.WS|Kinder Morgan, Inc.|n/a|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/kmi.ws
KIN|Kindred Biosciences, Inc.|6.06|$119.58M|2013|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/kin
KND|Kindred Healthcare, Inc.|22.93|$1.91B|n/a|Health Care|Hospital/Nursing Management|http://www.nasdaq.com/symbol/knd
KING|King Digital Entertainment plc|15.82|$4.99B|2014|Technology|Computer Software: Prepackaged Software|http://www.nasdaq.com/symbol/king
KGJI|Kingold Jewelry Inc.|0.7103|$46.85M|n/a|Miscellaneous|Business Services|http://www.nasdaq.com/symbol/kgji
KINS|Kingstone Companies, Inc|7.7|$56.47M|n/a|Finance|Property-Casualty Insurers|http://www.nasdaq.com/symbol/kins
KFS|Kingsway Financial Services, Inc.|5.35|$116M|n/a|Finance|Property-Casualty Insurers|http://www.nasdaq.com/symbol/kfs
KONE|Kingtone Wirelessinfo Solution Holding Ltd|4.6772|$6.57M|2010|Technology|EDP Services|http://www.nasdaq.com/symbol/kone
KGC|Kinross Gold Corporation|2.06|$2.36B|n/a|Basic Industries|Precious Metals|http://www.nasdaq.com/symbol/kgc
KEX|Kirby Corporation|73.2|$4.08B|n/a|Consumer Services|Marine Transportation|http://www.nasdaq.com/symbol/kex
KIRK|Kirkland&#39;s, Inc.|27.19|$470.25M|2002|Consumer Services|Other Specialty Stores|http://www.nasdaq.com/symbol/kirk
KITE|Kite Pharma, Inc.|67.85|$2.92B|2014|Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|http://www.nasdaq.com/symbol/kite
KRG|Kite Realty Group Trust|25.68|$2.15B|2004|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/krg
KRG^A|Kite Realty Group Trust|25.75|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/krg^a
KKR|KKR & Co. L.P.|23.27|$27.63B|n/a|Finance|Investment Managers|http://www.nasdaq.com/symbol/kkr
KFH|KKR Financial Holdings LLC|27.5|n/a|2011|Finance|Finance: Consumer Services|http://www.nasdaq.com/symbol/kfh
KFI|KKR Financial Holdings LLC|27.1344|n/a|n/a|Finance|Finance: Consumer Services|http://www.nasdaq.com/symbol/kfi
KFN^|KKR Financial Holdings LLC|26.43|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/kfn^
KIO|KKR Income Opportunities Fund|15.45|$235.69M|2013|n/a|n/a|http://www.nasdaq.com/symbol/kio
KLAC|KLA-Tencor Corporation|54.15|$8.66B|1980|Capital Goods|Electronic Components|http://www.nasdaq.com/symbol/klac
KLXI|KLX Inc.|38.78|$2.05B|n/a|Capital Goods|Aerospace|http://www.nasdaq.com/symbol/klxi
KMG|KMG Chemicals, Inc.|21.42|$250.31M|n/a|Basic Industries|Major Chemicals|http://www.nasdaq.com/symbol/kmg
KNX|Knight Transportation, Inc.|27.02|$2.22B|n/a|Transportation|Trucking Freight/Courier Services|http://www.nasdaq.com/symbol/knx
KNL|Knoll, Inc.|24.31|$1.19B|2004|Consumer Durables|Office Equipment/Supplies/Services|http://www.nasdaq.com/symbol/knl
KNOP|KNOT Offshore Partners LP|15.14|$209.05M|2013|Consumer Services|Marine Transportation|http://www.nasdaq.com/symbol/knop
KN|Knowles Corporation|17.88|$1.58B|2014|Consumer Non-Durables|Consumer Electronics/Appliances|http://www.nasdaq.com/symbol/kn
KSS|Kohl&#39;s Corporation|61.6|$12.19B|1992|Consumer Services|Department/Specialty Retail Stores|http://www.nasdaq.com/symbol/kss
KONA|Kona Grill, Inc.|20.04|$225.99M|2005|Consumer Services|Restaurants|http://www.nasdaq.com/symbol/kona
KZ|KongZhong Corporation|7.15|$336.42M|n/a|Technology|Telecommunications Equipment|http://www.nasdaq.com/symbol/kz
PHG|Koninklijke Philips N.V.|28.23|$26.12B|n/a|Energy|Consumer Electronics/Appliances|http://www.nasdaq.com/symbol/phg
KOPN|Kopin Corporation|2.76|$183.67M|1992|Technology|Semiconductors|http://www.nasdaq.com/symbol/kopn
KOP|Koppers Holdings Inc.|22.31|$458.54M|2006|Basic Industries|Forest Products|http://www.nasdaq.com/symbol/kop
KEP|Korea Electric Power Corporation|22.13|$28.41B|1994|Public Utilities|Electric Utilities: Central|http://www.nasdaq.com/symbol/kep
KEF|Korea Equity Fund, Inc.|7.64|$74.42M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/kef
KF|Korea Fund, Inc. (The)|38.44|$303.35M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/kf
KFY|Korn/Ferry International|34.36|$1.74B|1999|Technology|Diversified Commercial Services|http://www.nasdaq.com/symbol/kfy
KRNT|Kornit Digital Ltd.|13.93|$414.65M|2015|Capital Goods|Industrial Machinery/Components|http://www.nasdaq.com/symbol/krnt
KOS|Kosmos Energy Ltd.|7.29|$2.82B|2011|Energy|Oil & Gas Production|http://www.nasdaq.com/symbol/kos
KOSS|Koss Corporation|2.58|$19.05M|n/a|Consumer Non-Durables|Consumer Electronics/Appliances|http://www.nasdaq.com/symbol/koss
KWEB|KraneShares CSI China Internet ETF|36.67|$102.68M|n/a|n/a|n/a|http://www.nasdaq.com/symbol/kweb
KRA|Kraton Performance Polymers, Inc|22.7|$711.65M|2009|Basic Industries|Major Chemicals|http://www.nasdaq.com/symbol/kra
KTOS|Kratos Defense & Security Solutions, Inc.|5.035|$297.09M|n/a|Capital Goods|Military/Government/Technical|http://www.nasdaq.com/symbol/ktos
KKD|Krispy Kreme Doughnuts, Inc.|17.79|$1.14B|n/a|Consumer Non-Durables|Food Chains|http://www.nasdaq.com/symbol/kkd
KR|Kroger Company (The)|37.54|$36.47B|n/a|Consumer Services|Food Chains|http://www.nasdaq.com/symbol/kr
KRO|Kronos Worldwide Inc|8|$926.98M|n/a|Basic Industries|Major Chemicals|http://www.nasdaq.com/symbol/kro
KT|KT Corporation|12.97|$6.77B|n/a|Public Utilities|Telecommunications Equipment|http://www.nasdaq.com/symbol/kt
KUTV|Ku6 Media Co., Ltd.|0.83|$39.54M|n/a|Consumer Services|Telecommunications Equipment|http://www.nasdaq.com/symbol/kutv
KLIC|Kulicke and Soffa Industries, Inc.|10.58|$772.83M|n/a|Technology|Semiconductors|http://www.nasdaq.com/symbol/klic
KVHI|KVH Industries, Inc.|10.89|$175.02M|1996|Technology|Radio And Television Broadcasting And Communications Equipment|http://www.nasdaq.com/symbol/kvhi
KYO|Kyocera Corporation|51.87|$19.03B|n/a|Technology|Semiconductors|http://www.nasdaq.com/symbol/kyo
KYTH|Kythera Biopharmaceuticals, Inc.|74.7|$1.96B|2012|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/kyth
LB|L Brands, Inc.|83.39|$24.35B|n/a|Consumer Services|Clothing/Shoe/Accessory Stores|http://www.nasdaq.com/symbol/lb
FSTR|L.B. Foster Company|19.96|$207.68M|n/a|Basic Industries|Metal Fabrications|http://www.nasdaq.com/symbol/fstr
SCX|L.S. Starrett Company (The)|15.88|$111.08M|n/a|Capital Goods|Industrial Machinery/Components|http://www.nasdaq.com/symbol/scx
LLL|L-3 Communications Holdings, Inc.|116.34|$9.35B|n/a|Technology|Radio And Television Broadcasting And Communications Equipment|http://www.nasdaq.com/symbol/lll
LJPC|La Jolla Pharmaceutical Company|25.84|$394.12M|1994|Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|http://www.nasdaq.com/symbol/ljpc
LQ|La Quinta Holdings Inc.|20.89|$2.73B|2014|Consumer Services|Hotels/Resorts|http://www.nasdaq.com/symbol/lq
LH|Laboratory Corporation of America Holdings|125.19|$12.59B|n/a|Health Care|Medical Specialities|http://www.nasdaq.com/symbol/lh
LG|Laclede Group, Inc.|53.67|$2.33B|n/a|Public Utilities|Oil/Gas Transmission|http://www.nasdaq.com/symbol/lg
LADR|Ladder Capital Corp|15.72|$869.68M|2014|Finance|Real Estate|http://www.nasdaq.com/symbol/ladr
LTS|Ladenburg Thalmann Financial Services Inc|2.7|$503.31M|n/a|Finance|Investment Bankers/Brokers/Service|http://www.nasdaq.com/symbol/lts
LTS^A|Ladenburg Thalmann Financial Services Inc|24.38|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/lts^a
LSBK|Lake Shore Bancorp, Inc.|13.45|$80.6M|n/a|Finance|Savings Institutions|http://www.nasdaq.com/symbol/lsbk
LSG|Lake Shore Gold Corp|0.824|$359.81M|n/a|Basic Industries|Precious Metals|http://www.nasdaq.com/symbol/lsg
LSBG|Lake Sunapee Bank Group|14.95|$123.63M|n/a|Finance|Savings Institutions|http://www.nasdaq.com/symbol/lsbg
LBAI|Lakeland Bancorp, Inc.|11.41|$432.44M|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/lbai
LKFN|Lakeland Financial Corporation|42.42|$704.63M|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/lkfn
LAKE|Lakeland Industries, Inc.|10.16|$71.94M|1986|Health Care|Industrial Specialties|http://www.nasdaq.com/symbol/lake
LRCX|Lam Research Corporation|74.87|$11.85B|1984|Technology|Industrial Machinery/Components|http://www.nasdaq.com/symbol/lrcx
LAMR|Lamar Advertising Company|55.86|$6.21B|1996|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/lamr
LANC|Lancaster Colony Corporation|95.58|$2.61B|n/a|Consumer Non-Durables|Packaged Foods|http://www.nasdaq.com/symbol/lanc
LDR|Landauer, Inc.|36.06|$345.4M|n/a|Capital Goods|Industrial Machinery/Components|http://www.nasdaq.com/symbol/ldr
LNDC|Landec Corporation|13.1|$353.82M|1996|Basic Industries|Major Chemicals|http://www.nasdaq.com/symbol/lndc
